리뷰,별점
청춘을 잡아두는 것보다 더 큰 죄는 없다고,10
그럭저럭 볼만하였습니다...,7
생각보다 볼만하였습니다...,8
"원래 신카이 마코토 감독님을 좋아하긴 했는데, 최근 내셨던 재난 트릴로지 작품 중에서는 제일 좋았어요 ㅎㅎ 일본 신화 요소가 많아 약간의 해석이 필요하긴 하지만 한 번쯤 보기 좋은 영화입니다!",10
3부작의 마무리로 최고였습니다^^,9
다시봐도 명작이네요 마블짱,10
샤말란에게 또 속았다.,5
원작이 더 좋긴 한데 한국적 느낌으로 바뀐 미소랑 하은이도 좋았다.,8
2023 .03.22 개봉,5
이 감독의 기대가 점점 내려간다..,4
2023 .03.15 개봉,6
어디서 감동받아야 하는 건지 잘 모르겟슴 그냥 일애니1 내가 일본오타쿠가 아니라 그런가봄,3
부모도 아이도 불쌍하다 판타지적인 요소 때문에 개인적으로 공포감은 다운 됐다,6
극장에서 안봤으면 후회했을뻔 ㅠㅠ,10
그래서 결론이 뭔데..?,2
"영혼없는 코메디, 뭔가 잘 차려진 밥상에 맛난 반찬이 없는 것 같아 아쉽네요.뭔가 가벼운  개그적인 요소가 있을뿐특별한 느낌 없습니다. 제일 아쉬운건  김준호가 나온점이고, 안일권은 괜찮았어요. 마지막 멧돼지는 진짜 제일 좋았고기억에 남는 3장면 1. 처음 에니메이션2. 곰돌이 2마리 노는 영상 3. 마지막 멧돼지 입니다. 고생하시고 편견은 아니지만 영화  쉬운게 아니구나 다시 한 번  느껴집니다. 박감독님 잘되길 바라고 1백만 되길 희망합니다. 솔직한 평이 도움이 될 것으로 믿습니다.",6
엄마가 보고 싶어해서 같이 보고왔습니다. 보는내내 웃음이 날 정도의 재밌는 영화는 아니었지만 중간중간 한번씩 웃는 엄마의 모습을 보니 좋았어요.,10
아...2019년도 영화가 아직도 이런 액션을 하는걸 보고 한숨만 나온다...무슨 견자단식 홍콩영화 보는 줄..정두홍은 다른 영화 안보시는것 같아요. 본 시리즈라도 좀 봐라. 어떻게 20년가까이 한결같이 액션이 똑같을까. 한 시간 반...잠이라도 푹 잘걸 에휴,2
"갠적으론 2보다 나았지만 1은 못따라간다,그래도 나름의 긴장감조성도 좋았고, 시종일관 몰입도도 좋다특히 류승범의 연기는 간지 그자체다",6
그냥 뻔한 한국 영화..,3
쓸데없이 비위 상하는 장면이 너무 많았다.. 마고로비 연기는 좋았음,4
초반부 몰입이 좋고 영상미가 아름다움,10
"특별한 내용도 없고.그마저,,,올누드로 해도 왜 야하지않을까,,,배우들이 너무 몸을 사려,,",3
감동 그 자체 밑바닥부터 올라온 사람들 항상 응원! 또 다른 영화로 만났으면 좋겠어요 15주년 영화로,10
몇 번을 봐도 이런 영화가 없음 제임스 카메론 당신은 천재입니다.,10
그냥 무색무취 양산형 마블 영화,6
케이트 블란쳇이 다했다,7
긴장감 대박적 1편보다 속도감이 빠르다,8
신고,9
평점알바들 심각하네.. 어휴 ㅉㅉ,2
"잔인하고 무서운걸 못보는 나에게 이 영화는 무서운 장면이 나오면 리모콘으로 화면을 가린채 대사만 들었던 영화였다. 티비서 자주 틀어주었던 영향도 있었고, 궁금하긴 했지만 선뜻 한번에 끝까지  본적이 없는 영화이다. 10번 가까이 시도했을 때 영화의 70% 정도는 본듯하다. 여러해가 지나 20번 가까이 봤지만 아직도 잔인한 장면은 전부 다 감당하지 못한다. 살면서 리뷰라는걸 처음 남겨보는데 내가 생각하는 이 영화는 너무 슬픈영화라는거...처음엔 무섭도록 잔인하게 연기한 최민식배우 장면때문에 다신 보고 싶진 않았었고, 여러번 보다보니 김수현의 원통함에 이해는 되지만 이런 방식은 아니다 라는 생각에 보면서도 반대했던 순간도 있었다. 차안에서 빽미러를 보며 물티슈로 얼굴을 닦으며 핏자국을 지우는 그 장면은...그 순간의 표정과 감추고 싶지만 본인이 점점 악마가 되어가는 얼굴을 닦는 안쓰러운 표정들...내 표현력이 부족해서 뭐라 덧붙일지 모르겠다. 마지막 복수를 하고 나서 오열하며 비틀거리며 걷던 장면이  너무 안쓰럽고 불쌍하고 그래서한없이 울었다. 더한 고통으로 복수하고자 했지만 본인이 더 악마가 되어버린 김수현의 존재가 내눈엔 너무 불쌍하고 너무 몰입해서 그런지 이런 사람이 어떻게 일상 생활을 살아갈 수 있을까... 자기 인생 전체가 망가져버린 김수현이 너무 불쌍해서 오늘도 보고 한참을 울었다.처음엔 너무 싫었지만,지금은 손꼽히는 영화가 되어버린거같다.           (오로지 나만의 생각)",10
출연한 배우들 처음 편집된 거 보고 어떤 생각 들었으려나,3
"손에서 불 쏘는 거 보고 잠시 기절함액션만 재밌고 나머지는 할 말이 없음 그리고 아무리 동안이시라지만 31살 역할을 하시는 건 좀,, 아니지 않나요 견자단님ㅋㅋㅈㅅ 그래도 GV는 좋았습니다",4
눈물 참을수 있으면 상남자/상여자 인정,10
명대사로 유명해서 기대 많이하고 봤는데 대실망.뭐가 감동적인지 모르겠음.,2
"극현실주의 영화임. 만나서 툴툴거리가나 잡담한 것만 말하는 친구 있으면 공감 많이될거임. 극현실주의 영화로서 본 다음에 관객이 잘못된 생각하게 만들 위험도 있기는 하지만, 그래도 이상주의가 너무 가득한 이 세상에 이런 영화도 필요함. 저 같은 현실주의자들은 통쾌하실거고, 다른 분들은 새러운 정보 얻는다 생각하고 보세요!!",10
복잡한 세계관 속 단순한 이야기를 훌륭한 연출과 연기로 풀어내었다 너무 감동적이었고 좋았다.,10
연기존내몬함ㅋㅋ진짜 정두홍..책을읽으셔ㅎ,2
이게 영화의 매력이다,9
재미있게보았습니다~,10
딸기쨈 ㄴ 포도쨈ㄴ 개꿀쨈ㅇㅇ,10
"드라마를 안 봐서 그런가 정말,, 1도 이해가 되지 않았다 하하",3
내용은 별로 기억에 안 남아요. 영상미가 좋네요.,10
의외로 괜찮았어요. 1편보다도 훨씬 잼있네요.,10
의외로 괜찮았어요. 1편보다도 훨씬 잼있네요.,10
"흔한 클리셰, 흔해 빠진 스토리 들이었지만,,, 그래도 그걸 상쇄시키는 묵직한 감동이 있었다.",6
조금 이해하긴 어려운데.. 볼만은 합니다.,8
단순히 가볍게 즐기기 좋다,8
기대를 안 하고 봤는데 생각보단 잼있어요. 킬링타임용으로 좋네요.,10
오랜만에 한국영화중에 잼있게 봤네요 !,10
넥플릭스에서 내용 다 봤던 사람들은 지루할 수 있음 근데 영상미 좋았음,7
신카이 감독님 작품은 다 좋네요. 추천!,10
각본이 너무나도 허술하고 개연성 없으며 불친절하고 일방적이었던 ㅆㄹㄱ 같은 종교영화. 간만에 본 시간이 너무나도 아깝다는 생각이 들었음.,4
볼만합니다 볼만합니다 애견인들께 추천.,8
음.. 다른 시각의 피노키오 기예르모 델토로만의 매력,8
재밋게 봣습니다,4
신고,10
재밋게 봣습니다,4
재밋게 봣습니다,7
엄청 재밋게 봣스비니다,6
헐리웃 영화 못지않게 영상도 세련되고 배우들의 연기력도 뛰어나고 스토리도 탄탄하니 시간 가는 줄 모르고 본 영화.,10
엄청 재밋게 봣스비니다,8
지금 이시기때 매일 방영해야할 영화입니다 슬픕니다 미안하고....,10
최근본영화중 젤 웃으면서 봤네요ㅎ,10
엄청 재밋게 봣스비니다,8
일단 영화 색감이 너무 예쁘고 배우들의 연기가 더욱 몰입하게 만든 것 같아요 처음으로 n차 관람이 하고 싶다고 느껴진 영화였어요 정말 감동적이었습니다 그리고 이건 우정이 아니라 사랑 같다고 느껴졌습니다...,10
엄청 재밋게 봣스비니다,8
엄청 재밋게 봣스비니다,9
엄청 재밋게 봣스비니다,10
넘 웃기고 재밌게 잘 봤어요! 박성웅 이제 코미디까지 잘해버리네요 ㅋㅋㅋㅋ,10
엄청 재밋게 봣스비니다,10
엄청 재밋게 봣스비니다,7
굉장히 철학적인 영화.,8
엄청 재밋게 봣스비니다,6
30년 만에 살아움직이는 캐릭터들 보니 가슴이 요동칩니다.,10
엄청 재밋게 봣스비니다,6
엄청 재밋게 봣스비니다,8
엄청 재밋게 봣스비니다,9
엄청 재밋게 봣스비니다,6
엄청 재밋게 봣스비니다,4
엄청 재밋게 봣스비니다,2
엄청 재밋게 봣스비니다,9
"이 영화에서 통영은 그렇게 중요하지 않은 것 같다.나의 한때에 만나 좋아했던 사람을 가지고 있는 사람이라면 공감하지 않을까 싶다. 희연의 잘보이고 싶다라는 생각, 부끄럽다는 생각, 나를 객관적으로 보게되면서 초라함을 느끼는게 이해된다. 그 사람은 곧 나의 그때를 생각나게하고, 나를 그때로 돌려놓는 것 같아서 묘하게 불편하고 마음이 울렁울렁하는...",8
엄청 재밋게 봣스비니다,4
엄청 재밋게 봣스비니다,8
엄청 재밋게 봣스비니다,4
엄청 재밋게 봣스비니다,7
엄청 재밋게 봣스비니다,10
엄청 재밋게 봣스비니다,10
엄청 재밋게 봣스비니다,8
흥미를 끌만한 스토리와 사람을 조종한다는 초능력을 얻은 소녀라는 독특한 소재와 영상미도 좋았고 배우들의 연기도 좋았는데 OST는 신나긴 했는데 자주 들으니 몰입감도 깨지고 그냥 시끄러운 사운드였음.. 감독이 버닝을 보고 전종서에 반해서 전종서를 위한 영화를 만든 거 같은데 무엇을 말하려고 하는지도 모르겠고 난 그냥 자유를 찾아 떠난 모나가 디트로이트 피자를 먹으며 행복했으면 좋겠다.,6
노잼...슬프지도않는데 끝에 안죽는개가있냐는말나오던데 당연죽는개죽지 걍 맡기고가겠다 영화답답하네 그런데 유정이이쁘네용ㅎㅎ,1
영화가 끝나면 왠지 모르게 성냥에 담배 피고 싶다 ...,10
신고,10
부실한 시나리오로 장면마다 늘어진다. 대략 25분짜리 분량을 3배로 늘린 느낌.,2
평론가 말이 맞자나 ㅠㅜ;;;;,2
신고,10
음악만 좋아요,5
....어쩔....시간이 아깝다,4
하이퍼리얼리즘 현대전. 머나먼 아프간 땅에서 비참하게 죽어간 청춘들이 편히 쉴 수 있길.,10
교훈 ; 아이폰을 쓰자!,8
신고,8
어이가 없네요 참.. 마케팅에 돈은 많이 쓴 듯,1
하나의 영화로써 그 흐름으로 그저 처음 알고 보는 사람의 입장에서 영화를 만들어야하는데..영화를 보는이가 원작을 알거라 생각 하면서 만들다보니...  매우 불편하고 당연히 감동도 없고..(만든사람만 감동).. 뭐 궁금하면 원작을 보란 이야긴가?.(더 싫어짐)... 이건 영화를 이해하기 어려운게 아니라 영화를 참 못 만드네... 이런식이면 대만 영화는 보기 꺼려짐.,2
이게 평점이 왜 높은거죠???스토리 똥망 개연성 1도없고 설정은 개나 줬는지 앞에 나온 설정 이랑 내용 진행되는 내용이 너무 안맞아서 어이가 없을정도 무지성으로 이쁜그림 볼사람만 보면 될듯..,4
헤어질결심보다 잼있음!,10
신고,10
신고,10
존잼???? 결말까지 다 챙겨가서 너무 행복 !,10
신카이 마코토 3부작중에 제일 좋았어요! 스토리적 개연성 지적을 받았던 전작들에서 많이 발전되고 보완된 모습이 보였어요. 등장인물들의 심정에 하나 하나 공감이 가능하도록 잘 풀어간 것 같아요! 무엇보다도 영상미가 정말 좋아서 보는 내내 감탄하다 울다가 했네요 ^_^,10
신고,10
올만에봤는데 지금봐도 명작 어릴때도 전율 느낌,10
예고편에서 봤던 다녀오겠습니다 다녀와가 그렇게 슬픈 말인줄 몰랐음…,10
내일 다섯시 반에 일어나야 하는데전우애 때문에 잠을 포기하게 된다,10
아 넘 재밌는데...평점이 낮네요저는 극호! 입니다!연기구멍하나없고 세계관탄탄하고 좋아요 재밌었어요!,10
신고,10
"좀..이것저것 섞은 느낌? 무엇을 보여주는건지는 알겠는데 지루한건 어쩔수없는듯, 영상미랑 감동은 좀 받았어요",8
연기는 인상적이나 내용이 무엇을 전달하고싶은지 이해를 못했음,4
작금의 윤씨와 국힘 놈들아. 이 영화를 봐라,10
늙어서 그런지  이런 류 기법은 정신이 없어서 못보겠다. 멀미도 나고 ㄷㄷ,6
드라큐라를 본 그시절로 돌아가고싶네요. 흡혈귀가 되더라도..,10
전 이영화 너무 재밌게 봤습니다~!시간이 어케 가는줄도 모르고배우들의 연기는 정말 쪕니당~!최고에요!!그런데 평이 왜이런지..무섭네요..ㅜㅜ올해  최고의 영화입니다~!!,10
영화 첫부분에서는 마치 사유리가 죽은것처럼 묘사되면서 끝부분은 같이 비행기타고 가면서 엔딩나버림 궁금해서 찾아보니 소설 뒷부분이 더 있더만.... 그 부분까지 담아냈으면 더 좋았을듯..,8
"김일성 초상화 걸어놓고, 수령님 만세 주체사상 교육시키는 조총련을 미화하는 이런 영화를 만들었는지...일본 문부성 교육과정도 거부해, 교실에 떡하니 김일성 김정일 사진 걸어놓고 수령님 주체사상 가르치는데 지원 안해준다고 차별임? 한국서 조선족 학교가 중국어 중국역사 가르치며 한국 정부에 지원 요구하면 한국정부가 해줘야 돼?",1
네이버는 평점 알바 안막냐?,1
포스터에 노미네이트 어쩌구 적어논건 무조건 걸러야 했는데 또 속았다,1
음 약간 막나가는게 있음 노래랑 영상미는 좋은데 스토리 자체는 칭찬이 안나왔네요,8
안 끝나길 바랬던 영화!,10
밝은 세상 속 어두운 진실을 목격했을 때 나는 과연 용기를 낼 수 있겠는가,7
스티븐스필버그는 아직 살아있네요!!,9
"끔찍한 사건을 추적해가는 과정은 흥미진진하고, 완벽하진 않지만 사실성을 높이려는 시도는 나쁘지 않다. 아쉬운 점은 공포라는 장르에 좀 더 집중하고 파고들었다면 어땠을까 싶다.",5
