리뷰,별점
"33살 남자임 ● 샤잠1에 이어서 감독의 여전한 쓰레기 같은 연출력 ● 돈을 떡칠해서 그런지 DC 특유의 다때려부시는 맛은 있음. ● 간간히 나오는 조크가 감독의 연출력으로 인해 썩어들어가는 뇌를 정화해줌. ● 어린이용 히어로 영화지만, 성장도 없고, 교훈도 없음. ● 감독도 영화가 ㅄ인걸 아는지, 아니면 제작비를 꽉채워서 낭낭하게 쓰기 위함인지, 서비스를 위해서 갤가돗을 출현시킴 ★총평 : 4점 이상 별점 준 사람들이 별점알바들인건 확실한듯",1
볼거리 많고 재밌어요..,8
잔잔하니 보기좋아요,10
이제서야 봤네요명작중에 명작.,10
감동적이었다두 여주인공케미도 좋았다,10
강간범들은 무조건 사형시켜라,10
타노스가 나오네요ㅋㅋ,10
작가가 너무 하고싶은말이 많음.의자로 변한 이유라도 알고싶다,1
이런것이 서부 영화다. 라고 보여주는 영화.,8
그 고생을 하다가 (역시나)말 몇마디로  허무하게 갈등이  봉합되어 버리다니..연출이나 미쟝센은 신선하고 좋았다.,6
정성이 가득한 연기와 연출,10
곱게 미쳤으니까 조심하세요,9
이게 1960년 영화라니지금 나오는 영화보다 백만 배 나은 듯감독이 히치콕이라 그런가,10
좋은 영화 잘보았습니다..,8
숨 참고 러브다이브..,10
감독님의 작품중에서는 너의 이름으로 다음으로 재밌게봤습니다,8
감독의 연출이 별로 였습니다..,5
징검다리를 하나씩 찾아가는게 아니라 징검다리들이 눈동자 곁을 서성이다 그냥 죽어가네요…  형사는 … 출연을 안했어도 될법한데 그냥 헛돌다가 죽어버렸네요…,2
이 영화는 푸틴이 봐야 하네...,9
우리가 무슨 인생게임이야. 완전 코미디지.,10
남주는 이쁘고 여주는 기여워요 진짜 둘의 케미가 미친거 같아용 너무 재밋고 슬프고 너무 감명 깊게 본거 같아요 덕분에 눙물이...주륵..넷플에 나오면 또 볼거 같아요  지인이 너무 재밋다고 티켓을 사준거엿는데 진짜 그정로 재밋어요진짜 꼭꼭 강추해요 감수성이 풍부하신분은 꼭 손수건이랑 휴지 챙겨가세용!!티켓을 선물해준 덕팔님 감사해용 덕분에 데이트 야무지게 햇습니다!!,10
어?....,6
오랜만에 심장뛰는 영화를 봤다,10
기대하지않고 봐서 인지 영상미가 너무 이뻤고 몰입해서 많이 울었어요 ㅠㅠ 주인공 입장에서 보면 사랑보다도 우정을 더 놓치고 싶지 않았던 친구에 대한 사랑이 너무 깊게 느껴져서 그 순수한 사랑과 마음때문에 울었네요 ㅠㅠ 요즘 자극적인 영화가 많은데 잔잔한 영화 원하시는분들 추천이용 약간 일본느낌같기도 한 영상미 이뻐요 ㅎㅎ,9
희노애락 그것이 인생이다.,10
"이 배우들로 이렇게밖에 ,,",6
처음 시작할 때부터 끝까지 시청하면서 수많은 영화 중 역대급으로 웃고 펑펑 울고 했네여 ㅠㅠㅠㅠ아직까지도 안중근 의사님의 시신... 을 못 찾았다는 것과 저희 대한민국 독립을 위해 맞서 싸우셨으나 대한민국으로 못 돌아오고 있다는 게 너무나 안타깝고 죄송할 따름입니다.. 제발 부디 찾아서 지금이라도 편히 대한민국으로 쉬었으면 좋겠네여...그 외에 대한 독립을 위해 맞서 싸우신 분들 너무나 감사드립니다.,10
한국영화 어지간해선 안보는데 입소문이 좋길래 오늘 관람했습니다.씨지하나 안쓰고 7 80년대 사극 느낌을 보여주는 감독의 역량 탄탄한 구성과 액션 배우들의 연기력 뭐하나 빠지는게 없네요 마지막 격투씬에선 눈을 뗄수가 없었습니다. 속편이 꼭 나왔으면 좋겠습니다.,10
다이진이 귀여워요,8
"내가 20년 전 사람이랑 전화하게 되면 ""이충현이 이 영화를 못 쓰게 만들어라"" 라고 협박할 듯",1
스쳐지나가는 찌질했던 순간들,6
신고,5
신고,6
이번 재개봉때 다시보고옴. 어느하나 흠잡을데 없는 영화! 일반관으로 봐도 재밌지만 탑건4D가 너무 좋아서 다른 4D영화보면 성이 안참ㅠㅠ,10
중간중간 엔딩크레딧은 좀 편집좀 하지성의가 없음,8
하나를 살리든 둘다 죽든 선택...? 근데 살아남은자가 죽은자 때문에 저렇게까지 한다고??? 연기도 그지같지만 개연성도 없고 억지에 억지뿐.... ㅇㅇ함과 연관지으려면 잠수함이고 산소고 이런건 빼던가.... 억지에 억지뿐....,2
편집을 다르게 해서 그런지 실제 부산콘 때와는 또 다른 감동이 있더라구요 정말 잘 봤어요 행복하자 방탄 아포방포 ♡,10
이제야 봤지만...진심 수작입니다.박찬욱 감독님 존경합니다.송강호님.김옥빈님의 연기에 또 한번 감탄하네요. 일년에 한작품이라도 이런 퀄리티의 영화가 한국에서 꾸준히 나오기를 소망합니다.,10
보는내내 이게 멜깁슨 감독이라고? 와.... 평점보고 또 놀람....이게 8점대라고??,10
그럭저럭그냥 볼만함소재 줄거리게다가평소 좋아하는배우가 두 명 나와서리그런데 소재 특성상스케일이 한정적,9
"미스터 빈의 홀리데이를 학창시절에 봤을 땐 그저 그랬다. 어른이 되고 사회를 경험하고 난 후 이 영화를 보니 그 따뜻함과 순수함이 내 마음의 고향같이 되어버렸다. 세상은 하루하루 불안이 닥쳐올까하는 걱정들과 잘 살아내라고 다그치는 소리들로 지친다. 이 와중에 세상의 불안을 초월한 미스터 빈만의 순수한 역경 헤쳐나기는, 그 과정이 프랑스의 날씨처럼 따뜻하고 포근하다. 나는 차갑고 불안한 이 세상을 살아가면서 이따금 그립게 생각나는 따뜻함을 찾고 싶을 때 이 영화를 찾는다. 그럴 때마다 미스터 빈과 사람들의 포근함이 영화 안에서 변치않고 살아숨쉬는 것을 보고 위안을 얻는다. 언제나 이 영화 안의 미스터 빈은 우리 곁에 따스한 유쾌함을 품은 채로 영원히 살아있을 것이다.",10
신고,10
신고,10
이건 너무도 사랑이야기,10
신고,2
혈압 유발하는 영화  그지같은딸뇬들,2
"밍숭맹숭, 박평식평대로 딱총놀이를 보는 듯함,",4
아 무슨말하는지 알겠다.. 사자무섭다면서 개쫀척하더니 뜬금없이 차에서 삼촌찾으러가는데 개어이털어부렸다,2
연기 외모 모든 게 완벽했으나.... 현실적인 생각이 자꾸 드는건 저만 그런건가요....? 아니.. 아버지는 어떡해.... 아버지랑 같이 사라진 조 블랙이 살인범 되는거 아닌지....영화는 영화인건 알지만 .... ㅠㅠ 이생각이 너무 나서 감동이 깨져버렸ㅠㅠ,10
신고,10
기대이상입니다 꼭보세요,10
마지막 반전만 신선하다.,5
"영화는 내가 느낀것이 내자신에겐 정답이다.음식처럼 말이다. 누군가에겐 최고의 음식일수있는 ""굴""이나에겐 끔찍하다. 이영화또한 나에겐 너무지루한 끔찍한영화였다. 이건 내자신이느낀 솔직한 평가이지만요즘은 이평가또한 좋아요, 싫어요로 평가를 받아야한다. 이글에 아무리 싫어요가많아도 내가 내린 이영화에대한평가는 내스스로느낀것에대한 솔직한평가일뿐이다. 당신이 이영화를보고 느낀감정과 다른다고해서 틀린건아니다.",2
너무 재밌습니다~~~~!!!!,10
섬세하고 풋풋한 리메이크의 모범사례,7
말도 할수 없을 많큼 엉망인 배우들  걸그룹 출신여자 연기 엉망임그나마 까메오 처럼  인지도 살짝 있는분이나 양아치역할조현역활분이     살림,1
중반부터 마지막까지 울었습니다.. 배우분들 최고,10
신고,10
보통이에요,6
액션장면들은 너무 화려하고 좋았는데 그냥 애니씨리즈를 추가 편집없이 그냥 갖다붙인듯한건 아쉬웠어요,8
이게 왜 박스오피스 1위인줄 알겠어요ㅠㅠ근데 수원사는 예담이가 이 OO덕OO같은놈들만 보는 영화를 왜보냐고 이거보는사람들은 사람취급 안한다고 뭐라하네요..,10
산만한 스토리 라인 아쉽습니다. `날씨의 아이'와 같은 문제를 보여주는데 다음 작품에서도 개선이 안된다면 기대를 접어야겠어요,6
집중이 잘된당 영상미 짱,10
신고,8
신카이마코토가 계속 작품 내주길,10
"두번째 여름, 두번의 여름을 맞다.",10
잊지 못할 내 인생 최고의 명작,10
신고,10
"서로를 아무리 잘 알고 친했던 사이라도 각자의 다른 삶을 살다 보면, 너는 나를 모르고, 나도 너를 모르게 된다. 하지만 기억한다. 나보다 나를 더 알았던 사람은 너였고, 너처럼 살고 싶을만큼 널 사랑했다. 니가 나를 그리며 살았던 것처럼 나도 너를 그리며 살께. 빛나던 시절의 너와 나를 떠올리게 만들고, 제주도 풍경 속에 깊은 울림과 여운을 남긴 소울메이트.",10
감동적인 부분도 있었고 무엇보다 ost가 괜찮았음,8
신고,10
아카데미도 맛이 갈 대로 갔구나... 썩어나는 돈으로 썩은내 나는 영상이나 만들고.. 역겹다. 메타 버스 같은 소리 하네.매타작 좀 맞아보자..,1
"왜 이제서야 봤는지 ㅠ 설경구 배우한테 빠져드는 영화, 배우님 왤케 멋지시데요.. 늦게 입당합니다 불한당에",10
선한 영혼의 공포 탈출.,7
머랄까 시간이 너무 남아서 또한번 반전이 있으리라 짐작은 했네,6
너무 너무 재미있음 깜찍 똑돌이 펭귄들,10
아카데미도 중국자본에 놀아나는구나. 메타버스 접속해! 줘 패줄게,1
알고봐도 너무 먹먹함 다 보고 난 뒤에 안타깝고 감사한 마음 밖에 안들었음,10
개연성이 살짝 아쉬워도 극에 몰입을 줄만큼은 아니었고 그걸 상쇄할만큼 작화랑 메세지가 너무 좋았음,10
샤잠! 신들의 분노 재미있어요.,10
샤잠1편 때문에 기대가 낮은 상태에서 봐서 그런지 생각보다 잘나왔다 가벼운 분위기로 스무스 하게 진행되고 많은 케릭터들이 나오는데도 불구하고 1편의 어수선한 분위기와 달리 각각 개성을 잘 살리면서 어우러지게 잘 만들었다,8
평점이 없다니.. 몽글몽글하면서도 절절해지는…,10
재미있기만 하기만 하구만 평가 왜이럼 !!,10
영화 굉장히 잘 뽑혔네요,8
사랑 참 어렵다 너무 아프고도 슬프다 사람의 인연이라게 참 아무도 모르는구나 느끼고 갑니다,10
친구와 함께 그린 마음. 우리는 하나였다,8
진짜 도입부부터 웅장해지는 영화였음 영화관에서 보는 내내 시간 가는줄 모르고 영화 다 보고 난 후 계속 여운 남는것도 오랜만이였음 Ost도 계속 떠오를만큼 영화랑 잘 어울리고 좋았음 긴말 안 하고 그냥 봐주시길..,10
약간의 웃음과 그럴듯하지 않은 전개.,5
"처음엔 혼란스러웠는데, 그래도 극장에서 보니까 끝까지 볼 수 있었다",6
미술에선 좋은 점수를 줄만하나 다른 레전드급 청춘영화들에 비하면 ..,5
음악도 좋고 농구장면 매우 좋아요~,10
아오 일본애니특 질질 끄는스토리 ...그놈에 어릴적회상 지겹다지겨워..,1
재미있네 졸았다는 놈들 집에서 자빠져자라,10
등장인물 이해 안 가고 뒤로 갈수록 좀 신파같음,4
변화는 거창한 구호나 움직임이 아닌 작은 행동으로부터 시작된다는 것을 다시금 깨우치게 하는 영화. 깨치고 나아가 끝내 이기리라~~~,10
이야기도 좋았지만 배우들의 매력을 잘 뽑아낸 영화였습니다.,8
정말 최고였고 눈물 많이 흘렸습니다,10
손가락은 왜 자르는거야 ㅠ,10
이런영화 별로 안좋아하는데 너무 훈훈하게 봤어요~잔잔하게 여운이 있네요,9
배우진들의 연기는 좋았지만  스토리는 그럭저럭,7
주인공은 물론이고 조연들까지도 감정 과잉에 그걸 바탕으로 극을 끌고 가는데 모든게 오버스럽다...그래서 몰입도 안되고 몰입이 안되니 감동도 없다,6
감동적인 좋은 영화 친구랑 보길 추천,10
...6점이나 되는 이유좀...배우 정으로 점수준다.,3
"누가 뭐래도 역사상 최고, GOAT",10
"최고의 순간은 예상하지 못한 연출에서,,가족의 소중한 가치를 생각해본 영화,추천",10
"그저그런 졸작들을 매번 찍어내는 M. 나이트 샤말란, 이것도 능력이네!ㅎㅎㅎ",2
레전드는 바뀌지 않는다 그저 변화 할 뿐,10
흠... 연기는 좋은데 스토리가 허접함,4
다른 듯 비슷한 두 사람의 우정 이야기. 슬프지만 누구나에게 있는 아른한 추억 같은 영화,10
흥미로운 소재 약간 아쉬운 이야기...,6
진짜 지림,10
"앞으로 일어날 사건사고를 우리가 막을 수는 없겠지만, 그럼에도 모든나라가 평온한 일상을 보낼 수 있기를. 사랑하는 사람들을 떠나보낸 사람들이 안온하기를. 그리고 현재를 살아가는 우리는, 평범하지만 소중한 일상에서 오는 오늘의 행복을 그냥 지나치지 않을 것",10
알쏭달쏭. 그치만 여운은 남는 영화.,8
즐거운 노래와 귀여운 아이와 악어가 가족이 되는 뭉클한 이야기,4
아쉬움이 좀 많았습니다.,6
정말 극장에서 모든 포멧으로 즐겨야 하는 영화입니다.,10
여운이 남는영화였습니다 잔잔하고 풍경이 좋았어요,9
모든 부분이 완벽한 영화.... 북산과 산왕의 청춘을 같이 만끽 할 수 있어서 기쁘다,10
작품의 주제를 떠나 보는내내 살을 빼야겠다는 생각만 들게하네...,5
묵직하고 든든한 거북선과 이순신. 박해일의 무게감 있는 연기가 영화 분위기에 큰 몫을 한 것 같아요,7
중후반에 좀 지루했어요 ㅠㅠ,9
도심도 풍경도 어디하나 빠지지 않는 배경 작화와 흥미로운 연출과 매력있는 캐릭터로 상영시간이 즐거웠습니다.,7
아이고ㅜㅜ가슴이먹먹,10
미니언은 여전히 귀엽지만 연출이 매우 아쉽,6
쏟아지는 이야기에 휩쓸려서 뭔가 싶다가도 종종 생각나는 장면들,7
와... 시간 아까워...뭐야 저게....평점 처음써봄....,1
전작에 이어 속편역시 배우들의 뛰어난 연기가 돋보인다. 속편으로서 풍부한 볼거리와 스토리가 충실하고 다음 DC 작품들을 위한 떡밥도 놓치지 않는다,8
고르말고는... 다 별로,5
생각보다 재밌어요,8
조진웅 폼 진짜미쳤다.,10
개연성과 인물들을 추적하는 연결고리만 좀 더 있었다면 훨씬 감동적이었을 것 같다. 공감대가 좀 부족한 느낌,6
여운이 남네요,8
제가 여러번 관람했던 영화는 정말 드문데 스즈메의 문단속이 그런 케이스 였어요. 클라이맥스에선 처음으로 영화를 보고 잘만들었다 생각하며 소름이 돋았던건 처음이었어요. 그림이며 효과음이며 ost는 두말할 것도 없었고요. 스토리는 처음에는 어려웠지만 다른 사람들의 후기와 해석을 찾아보니 더 재미있었고 이해가 확 되더라구요. 이런게 영화의 묘미라는걸 알게해준 작품이에요.,10
